bundle_id,true_indice,true_option_idx,true_option_char,input_indices,candidate_indices,input_str,target_str,hard_neg_count,prediction,raw_response,hit,overall_hit_rate,overall_valid_ratio
4154,85719,3,D,"[95256, 120778, 146812, 167532, 18565, 129688, 85051, 36744, 148020, 76658]","[90414, 48102, 67255, 85719, 197064, 130054, 196713, 174495, 202014, 161456]",1. I'm Illy - T.I. - Paper Trail; 2. Little Bit - Juvenile - 600 Degreez; 3. Head In Advance - Album Version (Edited) - Juvenile - Juve The Great; 4. Lil Daddy - Juvenile - Juve The Great; 5. Slow Motion - Juvenile - Juve The Great; 6. Set It Off - Remix Radio - Juvenile - Project English; 7. Kno One - Kevin Gates - Islah; 8. H.B. Headbusta - Juvenile - Project English; 9. Rock Like That (feat. Bun B) - feat. Bun B Explicit Album Version - Juvenile - Reality Check; 10. Go Hard Or Go Home - Juvenile - Beast Mode,"A. MYB (feat. Starlito) - Kevin Gates - Stranger Than Fiction; B. Reckless - Kevin Gates - All In; C. White Tan - Kevin Gates - Stranger Than Fiction; D. La Familia - Kevin Gates - Islah; E. Counting On Ya - Kevin Gates - Luca Brasi Story; F. Wish I Had It - Kevin Gates - By Any Means; G. Talk On Phones - Kevin Gates - Luca Brasi 2: Gangsta Grillz; H. Nothing Change - Kevin Gates - ""I Don't Know What To Call It"" Vol. 1; I. Out The Mud - Kevin Gates - Luca Brasi 2: Gangsta Grillz; J. I Don't Get Tired (#IDGT) - Remix - Kevin Gates - I Don't Get Tired (#IDGT)",9,D,D,1,0.472,0.964
7035,118655,2,C,"[149630, 2431, 77369, 115426, 11310, 207760, 7807, 18868, 206757, 134300]","[58453, 59468, 118655, 146404, 203506, 49946, 148423, 35301, 165282, 5631]","1. I Am Trying to Break Your Heart - JC Brooks & The Uptown Sound - Want More; 2. California Dreamin' - Eddie Hazel - Game, Dames And Guitar Thangs; 3. Girls Just Want to Have Fun - STRFKR - Jupiter; 4. Superstition - Widespread Panic With The Dirty Dozen Br - Another Joyous Occasion; 5. Hey Jude - Wilson Pickett - Hey Jude; 6. Sweet Dreams Are Made Of This - The Soul Rebels - Unlock Your Mind; 7. Boogie On Reggae Woman - Live - Legion of Mary - GarciaLive Volume Three: December 14-15, 1974 Northwest Tour; 8. I Wanna Dance with Somebody - Live - David Byrne - Live from Austin, TX: David Byrne; 9. Stayin' Alive - Say Lou Lou - Stayin' Alive; 10. Love the One You're With - The Isley Brothers - Givin' It Back",A. Feathers - Man Man - Six Demon Bag; B. Lately - City Fidelia - FreeDumb; C. Sexual Healing - Hot 8 Brass Band - Rock With The Hot 8 Brass Band; D. Ben 10 - Kidzone - Children's Tv Themes Collection 1; E. Chapters - Forever Ends Here - Imagine This; F. Yaara Dildara Feat: Shahid Ali Khan - Roach Killa - The Revolution; G. You Don't Know (feat. Wale) - Tank - Sex Love & Pain II; H. My Heart Is a Weapon (feat. Jon Waltz) - Lostboycrow - Sigh for Me; I. Hard To See - Five Finger Death Punch - War Is The Answer; J. Sexual Healing (edit) - Hot 8 Brass Band - Hot 8 Remixes,1,C,C,1,0.472,0.964
7076,194312,3,D,"[56964, 12285, 90304, 93659, 94969, 207750, 179207, 42748, 121239, 25711]","[76735, 123162, 166029, 194312, 143857, 186987, 33657, 153997, 178264, 11804]",1. Celestial Harmony - Chaitanya Hari Deuter - Deuter: Sands of Time - Selected Studio and Concert Recordings (1974-1990); 2. The Heart of Coherence - Steven Halpern - Paradigm Shift; 3. The Angels Of Comfort - Iasos - Celestial Soul Portrait; 4. Infra Turbo Pigcart Racer - deadmau5 - while(1<2); 5. Remember - Air - Moon Safari; 6. Illusion of Choice - Gramatik - #digitalfreedom EP; 7. Harder Better Faster Stronger - Daft Punk - Discovery; 8. Beba - PANTyRAiD - The Sauce; 9. Deep Theta 4 Hz - Steven Halpern - Deep Theta : High Coherence Soundscapes for Meditation and Healing; 10. Lionhearted - Porter Robinson - Worlds,"A. Mono No Aware - Hammock - Maybe They Will Sing for Us Tomorrow; B. ...Like Starlight into Day - Hammock - Raising Your Voice...Trying to Stop an Echo; C. Cold Front - Hammock - Departure Songs; D. Then the Quiet Explosion - Hammock - Oblivion Hymns; E. This Kind of Life Keeps Breaking Your Heart - Hammock - Maybe They Will Sing for Us Tomorrow; F. Everything and Nothing - Hammock - Everything and Nothing; G. In the Nothing of a Night - Hammock - Chasing After Shadows...Living with the Ghosts (Deluxe Edition); H. Pathos - Hammock - Departure Songs; I. Parkers Chapel - Hammock - EPs, Singles and Remixes; J. The Air Between Us - Hammock - Kenotic",9,D,D,1,0.472,0.964
9914,4255,9,J,"[81942, 145288, 211452, 119809, 55535, 17013, 36139, 13881, 105874, 104453]","[87469, 211834, 34925, 101044, 174405, 182022, 18471, 12967, 65945, 4255]",1. Het - Björn Rosenström - Ett jubileum som är sådär; 2. The botten is nådd - Timbuktu - The botten is nådd; 3. Himlen runt hörnet - Lisa Nilsson - Himlen Runt Hörnet; 4. Resten av ditt liv - Timbuktu - Sagolandet; 5. Fångad av en stormvind - Swedish Version - Carola - Främling 25 år; 6. Alla som inte dansar - Maskinen - Boys II Men; 7. Slå mig hårt i ansiktet - Thomas Stenström - Fulkultur; 8. I Don't Want to Be - Gavin DeGraw - Chariot; 9. Var Ska Vi Sova Inatt - Perikles - Namn & Nummer; 10. Öppna din dörr - Tommy Nilsson - En Kvinnas Man,A. Your Betrayal - Bullet For My Valentine - Fever; B. Send Me The Pillow - Cynthia Schloss - Reggae Lasting Love Songs; C. Let's Stay Together - Isaac Hayes - Greatest Hits Singles; D. When You've Been Blessed (Feels Like Heaven) - Patti LaBelle - Burnin'; E. Gymnopedie - Richard Mollenbeck - Classical Guitar for Study; F. Rewind - Stereophonics - Language.Sex.Violence.Other?; G. Down By The River - Morgan Heritage - More Teachings; H. Jeepers Creepers - Remastered 1998 - Frank Sinatra - Swing Easy!; I. Headhunter V1.0 - Front 242 - FRONT BY FRONT; J. Michelangelo (Men så svara då!) - Björn Skifs - Schiffz,0,J,J,1,0.472,0.964
1965,45648,0,A,"[103988, 50898, 167724, 191803, 90284, 98637, 146283, 33867, 68554, 115316]","[45648, 80310, 161551, 163911, 44898, 124649, 182216, 39559, 51942, 68501]","1. Let Me Fall - Emile Pandolfi - Believe; 2. River Flows In You - Yiruma - River Flows In You; 3. To a Wild Rose - Emile Pandolfi - Believe; 4. Gymnopedie - Emile Pandolfi - Believe; 5. Time To Say Goodbye (Con Te Partiro) - Emile Pandolfi - Believe; 6. Theme from Secret Garden (Walking Through The Garden) - Emile Pandolfi - Believe; 7. Once Upon a December (from Anastasia) - Emile Pandolfi - Believe; 8. Eighteenth Variation (Rachmaninoff) - Emile Pandolfi - Believe; 9. My Heart Will Go On - Emile Pandolfi - Believe; 10. The Cello Song - The Piano Guys - Hits, Vol. 1","A. Hallelujah - Jeffrey Michael - Cinematic Fantasy, Vol. 2; B. Amazing Grace - Jeffrey Michael - Joy; C. Chattanooga Choo Choo - Glenn Miller - Ultimate Big Band Collection: Glenn Miller; D. Alone / EA6 - 6LACK - FREE 6LACK; E. Love Actually - Jeffrey Michael - Cinematic Fantasy; F. The Alphabet Song - Smart Baby Lullaby - Row, Row, Row Your Boat and Other Classic Children's Songs; G. Dance Little Jean - Nitty Gritty Dirt Band - Let's Go; H. The Rose - Jeffrey Michael - Cinematic Fantasy, Vol. 2; I. Don't You Cry For Me - Cobi - Don't You Cry For Me; J. Lifeboat - Gallago - Lifeboat",3,H,H,0,0.472,0.964
12424,130518,6,G,"[85328, 199169, 55809, 137429, 197701, 97691, 130454, 203045, 117499, 1711]","[2037, 10009, 205670, 20701, 47756, 179694, 130518, 43725, 144525, 55086]",1. A Place In the Choir - Celtic Thunder - Heritage; 2. Red Is the Rose (feat. Orla Fallon) - Tommy Fleming - The Platinum Collection; 3. If You Believe - Lisa Kelly - Tinker Bell and the Lost Treasure; 4. Stand and Deliver - Celtic Thunder - Storm; 5. Dark Sky Island - Enya - Dark Sky Island; 6. If I Could Be Where You Are - Enya - Amarantine; 7. Storms In Africa - 2009 Remastered Version - Enya - Watermark; 8. The Mountains of Mourne - Celtic Thunder - The Show; 9. When You Wish Upon A Star - Celtic Woman - Lullaby; 10. Fallen Embers - Enya - A Day Without Rain,A. Aniron - Enya - The Very Best Of Enya; B. Drifting - Enya - Amarantine; C. The Longships - Enya - Watermark; D. Tempus Vernum - Enya - A Day Without Rain; E. Cursum Perficio - Enya - Watermark; F. A Day Without Rain - Enya - A Day Without Rain; G. Wild Child - Enya - A Day Without Rain; H. Pilgrim - Enya - A Day Without Rain; I. Lazy Days - Enya - A Day Without Rain; J. Athair Ar Neamh - 2009 Remastered Version - Enya - The Memory Of Trees,9,G,G,1,0.472,0.964
9625,182414,5,F,"[198278, 169909, 84990, 162284, 117002, 127508, 153133, 100036, 186668, 130085]","[143722, 106032, 103381, 170760, 115049, 182414, 144483, 68950, 13841, 13046]",1. Summertime In The LBC - Dove Shack - This Is The Shack; 2. Bed - J. Holiday - Back Of My Lac'; 3. She Prays - Vicente Garcia - A la Mar; 4. Fantasy - Alina Baraz - Urban Flora EP; 5. Need Your Love So Bad - Fleetwood Mac - The Pious Bird Of Good Omen; 6. Often - The Weeknd - Beauty Behind The Madness; 7. Dream Come True - The Genius Buddha Band - Dream Come True; 8. I Will Wait - Mumford & Sons - Babel; 9. Not My Day - Keith James - Not My Day; 10. $150 / roll widdit - Healy - $150 / roll widdit,"A. KMT - Drake - More Life; B. Jumpman - Drake - What A Time To Be Alive; C. Legend - Drake - If You're Reading This It's Too Late; D. You & The 6 - Drake - If You're Reading This It's Too Late; E. Under Ground Kings - Drake - Take Care; F. Passionfruit - Drake - More Life; G. The Real Her - Drake - Take Care; H. Hold On, We're Going Home - Drake - Nothing Was The Same; I. Marvins Room - Drake - Take Care; J. Find Your Love - Drake - Thank Me Later",9,F,F,1,0.472,0.964
6337,6030,6,G,"[99258, 186178, 27506, 29832, 131946, 18015, 118090, 181838, 190969, 108250]","[124720, 187431, 7937, 106722, 97126, 150172, 6030, 139263, 72811, 178717]","1. Shapeshifter - Elephant - Shapeshifter; 2. Time Moves Slow - BadBadNotGood - IV; 3. Coffee Cold - Galt MacDermot - Shapes of Rhythm/Woman Is Sweeter; 4. Invisible Ways - Tanlines - Highlights; 5. Swingin Party - 2008 Remastered Version - The Replacements - Tim [Expanded Edition]; 6. Peel Away - Sat. Nite Duets - One Nite Only; 7. Differently, Still - BadBadNotGood - III; 8. It's Choade My Dear - Connan Mockasin - Forever Dolphin Love; 9. Out Getting Ribs - King Krule - 6 Feet Beneath The Moon; 10. Nantes - Beirut - The Flying Club Cup",A. Duplex Planet - Deerhunter - Fading Frontier; B. Pensacola - Deerhunter - Monomania; C. Nothing Ever Happened - Deerhunter - Microcastle; D. Microcastle - Deerhunter - Microcastle; E. Monomania - Deerhunter - Monomania; F. Revival - Deerhunter - Halcyon Digest; G. T.H.M. - Deerhunter - Monomania; H. Cover Me (Slowly) - Deerhunter - Microcastle; I. Calvary Scars II/Aux. Out - Deerhunter - Weird Era Cont.; J. Blue Agent - Deerhunter - Monomania,9,H,H,0,0.472,0.964
1448,90107,4,E,"[177173, 205791, 1671, 156356, 145367, 97844, 203733, 154133, 77323, 38687]","[43434, 144992, 78369, 126174, 90107, 34559, 73018, 119198, 71599, 179459]",1. Baby - Ashanti - Ashanti; 2. Run to You - Whitney Houston - The Bodyguard - Original Soundtrack Album; 3. A New Day Has Come - Radio Remix - Céline Dion - A New Day Has Come; 4. Like a Star - Corinne Bailey Rae - Corinne Bailey Rae; 5. Home - Michael Bublé - It's Time; 6. The Search Is Over - Survivor - Vital Signs; 7. Don't Dream It's Over - Crowded House - Crowded House; 8. The First Time Ever I Saw Your Face - Céline Dion - All The Way... A Decade Of Song; 9. Crash into Me - Dave Matthews Band - Crash; 10. Like You'll Never See Me Again Remix (feat. Ludacris) - Alicia Keys - Like You'll Never See Me Again Remix (feat. Ludacris),A. Love Is Blind - Alicia Keys - The Element Of Freedom; B. Why Do I Feel so Sad - Alicia Keys - Songs In A Minor; C. Go Ahead - Alicia Keys - As I Am; D. The Thing About Love - Alicia Keys - As I Am; E. You Don't Know My Name - Alicia Keys - The Diary Of Alicia Keys; F. In Common - Kaskade Remix - Alicia Keys - HERE; G. Samsonite Man - Alicia Keys - The Diary Of Alicia Keys; H. Doesn't Mean Anything - Alicia Keys - The Element Of Freedom; I. A Woman's Worth - Remix - Alicia Keys - Songs In A Minor (10th Anniversary Edition) (Deluxe Edition); J. In Common - Alicia Keys - HERE,9,E,E,1,0.472,0.964
8685,157663,7,H,"[13983, 205803, 177414, 137818, 51478, 72492, 211791, 210167, 39297, 63578]","[152532, 5055, 212946, 143474, 5507, 29429, 134273, 157663, 67646, 152904]",1. Pullover (feat. Wiz Kid) - KCee - Takeover; 2. Ur Waist (feat. Emma Nyra) - Iyanya - Desire; 3. Adura - Wande Coal - Wanted; 4. One Of a Kind - DaVido - Best Of Davido; 5. Ogede - Orezi - The Gehn Gehn Album; 6. Godwin - Korede Bello - Godwin; 7. Eminado (feat. Don Jazzy) - Tiwa Savage - Once Upon a Time; 8. Tangerine (feat. Selebobo) - Yemi Alade - King of Queens; 9. Ara - Brymo - #TheSonOfaKapenta; 10. Rotate - Wande Coal - Best Of Wande Coal,"A. Holla At Your Boy - WizKid - Superstar; B. Wonder - WizKid - African Hit Mix, Vol. 6; C. Don't Dull - WizKid - Superstar; D. Thank You - WizKid - Thank You; E. Eledumare - WizKid - Eledumare; F. Sweet Love - WizKid - Sounds From The Other Side; G. Come Closer - WizKid - Sounds From The Other Side; H. All For Love - WizKid - Sounds From The Other Side; I. Wiz Party (Bonus Freestyle Leak) - WizKid - Superstar; J. One For Me - WizKid - Sounds From The Other Side",9,C,C,0,0.472,0.964
11799,36445,3,D,"[9553, 39063, 33034, 18036, 30032, 113637, 210137, 75491, 172549, 203714]","[118083, 29465, 97829, 36445, 117993, 160530, 17857, 113957, 142213, 31714]",1. Where The Fence Is Low - Acoustic - Lights - Siberia; 2. Follow You Down - Lights - Midnight Machines; 3. Pretend (Reprise) - Lights - The Listening; 4. The Curtain Close - Automatic Loveletter - The Kids Will Take Their Monsters On; 5. Somewhere In Neverland (Acoustic) - All Time Low - Don't Panic: It's Longer Now!; 6. Heavy Rope - Acoustic - Lights - Siberia; 7. Banner - Acoustic - Lights - Siberia; 8. FU - Miley Cyrus - Bangerz (Deluxe Version); 9. If It Means a Lot to You - A Day To Remember - Homesick; 10. From All Sides - Bonus Track - Lights - Little Machines,"A. Last Night For A Table Of Two - Mayday Parade - Monsters In The Closet; B. Three Cheers For Five Years - Mayday Parade - Punk Goes Acoustic, Vol. 2; C. Somebody That I Used To Know - Mayday Parade - Punk Goes Pop, Vol. 5; D. Oh Well, Oh Well - Mayday Parade - Mayday Parade (Deluxe Edition); E. One Of Us - Mayday Parade - Black Lines; F. Save Your Heart - Mayday Parade - Anywhere But Here; G. Jamie All Over - Mayday Parade - Valdosta EP; H. Kids In Love - Mayday Parade - Anywhere But Here; I. You're Dead Wrong - Mayday Parade - Mayday Parade (Deluxe Edition); J. The Silence (Hurley Studio Acoustic) - Mayday Parade - Take Action! Vol. 9",9,J,J,0,0.472,0.964
6736,37642,3,D,"[199519, 100665, 45934, 108371, 12079, 160280, 134055, 192026]","[86564, 118032, 12829, 37642, 162763, 200046, 17060, 175852, 167669, 150603]","1. Get Her Tho (feat. Tyga) - D-Lo - Keep It On The D-Lo; 2. HeadBand (feat. 2 Chainz) - B.o.B - Underground Luxury; 3. Jordan Belfort - Wes Walker - Jordan Belfort; 4. Straight Outta Compton - N.W.A. - Straight Outta Compton; 5. Hit the Quan - Original Version - iLoveMemphis - Hit the Quan; 6. Wrong Man (feat. Ariana Deboo & Dave B) - Sam Lachow - Friends, Funk & Liquor; 7. No Type - Rae Sremmurd - SremmLife; 8. Ignition - Remix - R. Kelly - Chocolate Factory","A. Mia Feat. Wiz Khalifa - Juicy J - Cabin Fever 2; B. Shell Shocked (feat. Kill The Noise & Madsonik) - From ""Teenage Mutant Ninja Turtles"" - Juicy J - Shell Shocked (feat. Kill The Noise & Madsonik); C. Cell Ready - Juicy J - TGOD Mafia: Rude Awakening; D. Bounce It - Juicy J - Stay Trippy; E. Scholarship - Juicy J - Stay Trippy; F. Green Suicide - Juicy J - TGOD Mafia: Rude Awakening; G. A Zip & A Double Cup (Remix) (feat. Tity Boi) - Juicy J - Trap Music; H. Itself - Juicy J - TGOD Mafia: Rude Awakening; I. North,North Pt.2 - Juicy J - Chronicles Of The Juice Man; J. Bossed Up - Juicy J - TGOD Mafia: Rude Awakening",9,D,D,1,0.472,0.964
2906,36175,7,H,"[92174, 83513, 19073, 11318, 101519, 143201, 122436, 30822, 98616, 46997]","[97353, 83431, 178694, 120998, 15655, 66897, 35989, 36175, 59256, 68078]","1. You and Tequila - Kenny Chesney - Hemingway's Whiskey; 2. Wonderwall - Remastered - Oasis - (What's The Story) Morning Glory? [Remastered]; 3. No Shoes, No Shirt, No Problems - Re-Tracked / Master Version - Kenny Chesney - No Shoes, No Shirt, No Problems; 4. Soak Up The Sun - Sheryl Crow - C'Mon C'Mon; 5. Rock Lobster - The B-52's - Time Capsule; 6. Just A Sip - Luke Bryan - Spring Break...Here To Party; 7. Sweet Caroline - Neil Diamond - Sweet Caroline; 8. Round Here - Florida Georgia Line - Here's To The Good Times; 9. Do You Remember - Jack Johnson - In Between Dreams; 10. Come Monday - Jimmy Buffett - Living And Dying In 3 / 4 Time","A. Be True To Your School - Mono - The Beach Boys - Good Vibrations: Thirty Years Of The Beach Boys; B. When I Grow Up (To Be a Man) - The Beach Boys - The Beach Boys Today!; C. Kiss Me, Baby (Stereo) - The Beach Boys - Today!; D. Wonderful - The Beach Boys - The Smile Sessions; E. Cool, Cool Water - The Beach Boys - Sunflower; F. Wind Chimes - The Beach Boys - Smiley Smile; G. Surfin' U.S.A. - The Beach Boys - Surfin' USA; H. Good Vibrations - The Beach Boys - Smiley Smile; I. Feel Flows - The Beach Boys - Surf's Up; J. Fun, Fun, Fun (Mono) - The Beach Boys - Shut Down Volume 2",9,G,G,0,0.472,0.964
5210,29947,1,B,"[5283, 123439, 124292, 168956, 143129, 106316, 150292, 182498, 94668, 84809]","[74835, 29947, 194789, 140094, 163004, 139048, 55525, 34256, 16802, 20021]",1. Adicto a la Tristeza - Edwin Luna y La Trakalosa de Monterrey - La Banda Grande de la Sultana del Norte; 2. El Tierno Se Fue - Calibre 50 - De Sinaloa Para El Mundo; 3. Soltero Disponible - Regulo Caro - Senzu-Rah; 4. Te Metiste - Ariel Camacho y Los Plebes Del Rancho - El Karma; 5. La Revancha - Edwin Luna y La Trakalosa de Monterrey - La Revancha; 6. Doble Vida - Edwin Luna y La Trakalosa de Monterrey - Doble Vida; 7. Gracias - Banda Jerez - Gracias; 8. Eres Todo Todo - Bolero - Julión Álvarez y su Norteño Banda - Con Banda; 9. A Dónde Quiera Que Vaya - Julión Álvarez y su Norteño Banda - Tu Amigo Nada Más; 10. Borracho de Amor - Edwin Luna y La Trakalosa de Monterrey - De Monterrey a Sinaloa,A. Que Tal Se Siente - Remmy Valenzuela - Mi Vida En Vida; B. Mi Princesa - Remmy Valenzuela - Mi Princesa; C. Mentí - Remmy Valenzuela - De Alumno A Maestro; D. Dos Amores - Remmy Valenzuela - Con Tololoche; E. Te Tocó Perder - Remmy Valenzuela - De Alumno A Maestro; F. Nadie - Remmy Valenzuela - Mi Vida En Vida; G. Se Va Muriendo Mi Alma - Remmy Valenzuela - Mi Vida En Vida; H. Que Me Lleve El Diablo - Remmy Valenzuela - Te Olvidaré; I. Loco Enamorado - Remmy Valenzuela - Loco Enamorado; J. Te Olvidaré - Remmy Valenzuela - Mi Vida En Vida,9,J,J,0,0.472,0.964
1894,60909,2,C,"[77933, 43760, 184177, 107877, 211297, 26456, 33570, 76620, 8061, 163431]","[33063, 175906, 60909, 197686, 143685, 174601, 114102, 107736, 21251, 207135]",1. Volcura - Holy Oker - Volcura EP; 2. Red Dust - James Vincent McMorrow - Post Tropical; 3. Apartment - Young the Giant - Young the Giant; 4. Best Shot - Bonus Track - Birdy - The Fault In Our Stars: Music From The Motion Picture; 5. When A Heart Breaks - Ben Rector - Into the Morning; 6. Caves - Kyson Remix - Haux - Caves; 7. Bigger Than Love - Benjamin Gibbard - Former Lives; 8. I Gave It All - Aquilo - Silhouettes; 9. Angels - Joshua Radin - Onward And Sideways; 10. Seaside - Haux - All We've Known,A. Butterfly Culture - Benjamin Francis Leftwich - Last Smoke Before The Snowstorm; B. Kicking Roses - Benjamin Francis Leftwich - After the Rain; C. Pictures - Benjamin Francis Leftwich - Last Smoke Before The Snowstorm; D. Last Smoke Before the Snowstorm - Benjamin Francis Leftwich - Last Smoke Before The Snowstorm; E. Snowship - Thomas Jack Remix - Benjamin Francis Leftwich - Snowship; F. Tilikum - Benjamin Francis Leftwich - After the Rain; G. 1904 - Benjamin Francis Leftwich - Last Smoke Before The Snowstorm; H. Stole You Away - Benjamin Francis Leftwich - Last Smoke Before The Snowstorm; I. Blue Blood - Benjamin Francis Leftwich - Blue Blood; J. Snowship - Benjamin Francis Leftwich - Last Smoke Before The Snowstorm,9,C,C,1,0.472,0.964
1108,167304,8,I,"[130170, 20489, 189226, 183192, 198534, 152262, 147631, 82854, 67730, 172750]","[42798, 38302, 5363, 185611, 3057, 163251, 98038, 200379, 167304, 114980]",1. Colgando en tus manos - con Marta Sanchez - Carlos Baute - De mi puño y letra - Edicion Coleccionista; 2. Mi Vestido Azul - Los Latinos Románticos - Baladas Love Songs 2; 3. Contéstame el Teléfono - Alexis y Fido - Perreología; 4. Haste Que El Cuerpo Aguante - Mägo de Oz - Finisterra; 5. Jueves - La Oreja de Van Gogh - A las Cinco en el Astoria; 6. Amor De Pobre - Zion - The Perfect Melody; 7. Cada Dia - Tercer Cielo - Hollywood; 8. Solamente tú - EME-15 - EME-15; 9. Infiel - Karlos Rosé - Géminis; 10. ¡Corre! - Jesse & Joy - ¿Con quién se queda el perro?,A. Tengo Todo Excepto A Ti - Luis Miguel - 20 Años; B. Made to Worship - See The Morning Album Version - Chris Tomlin - See The Morning - Special Edition; C. Lágrimas - Dulce María - Sin Fronteras; D. Inner Dialogue - Passion Pit - Tremendous Sea of Love; E. Sorry I Am Late - Extended - Kollektiv Turmstrasse - Sorry I Am Late; F. Everybody's Talkin' - Keith Harkin - Keith Harkin - Track By Track; G. Somewhere On A Beach - Dierks Bentley - Black; H. We Fit Together - O-Town - O-Town; I. Inevitable - Dulce María - Extranjera - Primera Parte; J. On écrit sur les murs - Kids United - Un monde meilleur,1,C,C,0,0.472,0.964
9205,83687,7,H,"[20788, 60792, 27848, 161597, 166106, 47297, 105533, 172822, 194841, 59940]","[128669, 67445, 39809, 14048, 92655, 123503, 175242, 83687, 36782, 57858]","1. O Great God - Sovereign Grace Music - Valley of Vision; 2. Mystery Of Mercy - Caedmon's Call - Back Home; 3. Jesus, Thank You - Sovereign Grace Music - 30: Three Decades of Songs for the Church; 4. All Glory Be to Christ - Kings Kaleidoscope - Joy Has Dawned; 5. A Mighty Fortress Is Our God - Joseph Habedank - Take Time to Be Holy; 6. By Faith - Keith & Kristyn Getty - Awaken the Dawn; 7. Jesus Paid It All - Kings Kaleidoscope - Asaph's Arrows; 8. Great Is Thy Faithfulness - Chris Rice - Peace Like A River: The Hymns Project; 9. The Old Rugged Cross - Alan Jackson - Precious Memories; 10. Oh Praise (The Only One) - Michael Farren - Oh Praise (The Only One)","A. Christmastime Again - MercyMe - MercyMe, It's Christmas!; B. The Generous Mr. Lovewell - MercyMe - The Generous Mr. Lovewell; C. Homesick - MercyMe - Undone; D. Hungry - MercyMe - The Worship Sessions; E. Bless Me Indeed (Jabez's Song) - MercyMe - Almost There; F. Rockin' Around the Christmas Tree - MercyMe - The Christmas Sessions; G. In Christ Alone - MercyMe - The Worship Sessions; H. There Is A Fountain - MercyMe - The Worship Sessions; I. I Heard The Bells On Christmas Day - MercyMe - The Christmas Sessions; J. Lifer - MercyMe - Lifer",9,G,G,0,0.472,0.964
5770,87140,0,A,"[83200, 71283, 155349, 173404, 158624, 71631, 3921, 176198, 138991, 15780]","[87140, 13817, 146021, 141970, 207182, 1671, 179662, 117890, 3939, 148242]",1. Winter Wonderland - Avalon - Joy; 2. Good News - Joy Album Version - Avalon - Joy; 3. Holly Jolly Christmas - Michael Bublé - Christmas; 4. The Christmas Song - Joy Album Version - Avalon - Joy; 5. I'm Your Angel - Céline Dion - All The Way... A Decade Of Song; 6. What Child Is This - Vince Guaraldi Trio - A Charlie Brown Christmas; 7. Christmas (Baby Please Come Home) - Michael Bublé - Christmas; 8. Angels Medley - Joy Album Version - Avalon - Joy; 9. Do You Hear What I Hear? - Destiny's Child - 8 Days Of Christmas; 10. Santa Baby - Michael Bublé - Christmas,"A. O Holy Night - Céline Dion - Ihre schönsten Weihnachtslieder; B. All By Myself - Céline Dion - Falling Into You; C. The Show Must Go On - Céline Dion - The Show Must Go On; D. Falling Into You - Céline Dion - Falling Into You; E. Taking Chances - Céline Dion - Taking Chances; F. A New Day Has Come - Radio Remix - Céline Dion - A New Day Has Come; G. Think Twice - Céline Dion - The Colour Of My Love; H. A Mother's Prayer - Céline Dion - Miracle; I. I Drove All Night - Céline Dion - One Heart; J. My Heart Will Go On (Love Theme from ""Titanic"") - Live - Céline Dion - A New Day...Live In Las Vegas",9,A,A,1,0.472,0.964
4293,195251,1,B,"[176926, 212567, 119145, 37116, 70645, 172705, 77508, 118998, 146472, 182682]","[55553, 195251, 24939, 140007, 125353, 117256, 16900, 8234, 155712, 45233]",1. Cosmic Angel - Acoustic From Capitol Studios - Grizfolk - Cosmic Angel; 2. Dead Sea - The Lumineers - The Lumineers; 3. Better Man - Leon Bridges - Coming Home; 4. Love in Me - Judah & the Lion - Kids These Days; 5. Twistin' & Groovin' - Leon Bridges - Coming Home; 6. Where the Night Goes - Josh Ritter - Sermon on the Rocks; 7. Crave - Gabe Dixon - Turns to Gold; 8. Smoky Mountain Angel (of Doom) - Caleb Groh - Ocelot; 9. Last One I Love - Marc E. Bassy - Groovy People; 10. Coming Home - Leon Bridges - Coming Home,"A. This Song Is for You - Cherub - Year of the Caprese; B. Doses & Mimosas - Cherub - Year of the Caprese; C. Dear Body - Cherub - MoM & DaD; D. XOXO - Cherub - MoM & DaD; E. Don't Forget Me - Cherub - MoM & DaD; F. Freaky Me, Freaky You - Cherub - Year of the Caprese; G. Do I (Where We Are) - Cherub - 100 Bottles; H. Work the Middle - Cherub - Year of the Caprese; I. Chocolate Strawberries - Cherub - Year of the Caprese; J. All - Cherub - MoM & DaD",9,B,B,1,0.472,0.964
