bundle_id,true_indice,true_option_idx,true_option_char,input_indices,candidate_indices,input_str,target_str,hard_neg_count,prediction,raw_response,hit,overall_hit_rate,overall_valid_ratio
13577,95699,3,D,"[213367, 167366, 239150, 230862, 234435, 130578, 187684, 184410, 251849]","[62196, 207727, 172764, 95699, 153513, 251629, 68421, 215272, 78412, 211322]",1. Hello - Adele - 25; 2. I Would - Justin Bieber - Believe Acoustic; 3. You're The One That I Want - From “Grease” Soundtrack - John Travolta - Gold; 4. Ex's & Oh's - Elle King - Love Stuff; 5. Hollow - Tori Kelly - Hollow; 6. I Wanna Dance with Somebody (Who Loves Me) - Whitney Houston - Whitney; 7. Perfect - One Direction - Made In The A.M.; 8. Black Magic - Little Mix - Get Weird (Deluxe); 9. TALK ME DOWN - Troye Sivan - Blue Neighbourhood,A. Good Enough - Little Mix - Salute (The Deluxe Edition); B. Cannonball - Little Mix - Cannonball; C. Beep Beep - Little Mix - Glory Days (Deluxe); D. Love Me Like You - Little Mix - Get Weird (Deluxe); E. A.D.I.D.A.S. - Little Mix - Get Weird (Deluxe); F. DNA - Little Mix - DNA: The Deluxe Edition; G. A Different Beat - Little Mix - Salute (The Deluxe Edition); H. Touch (feat. Kid Ink) - Little Mix - Touch (feat. Kid Ink); I. Oops - Little Mix - Glory Days (Deluxe); J. Case Closed - Little Mix - DNA: The Deluxe Edition,9,D,D,1,0.52,1.0
4731,127550,2,C,"[46816, 174462, 189141, 212, 158267, 40102, 251908, 19523, 119323, 108352]","[155442, 248015, 127550, 30294, 138280, 15636, 79334, 189248, 199735, 249325]","1. Crazy Bitch - Buckcherry - 15; 2. Teenagers - My Chemical Romance - The Black Parade; 3. What A Day - Nonpoint - Statement; 4. Hate My Life - Theory of a Deadman - Scars & Souvenirs; 5. The Downfall of Us All - A Day To Remember - Homesick; 6. Someone That You're With - Nickelback - All The Right Reasons; 7. Fight For Your Right - Beastie Boys - Licensed To Ill; 8. Wild Side - Mötley Crüe - Girls, Girls, Girls; 9. Cemetery Gates - Pantera - Cowboys From Hell; 10. Island In The Sun - Weezer - Weezer (Green Album)",A. Regular People (Conceit) - Pantera - Vulgar Display Of Power; B. The Badge - Pantera - The Crow Original Motion Picture Soundtrack; C. Where You Come From [Live Version] - Pantera - Official Live: 101 Proof; D. Message In Blood - Pantera - Cowboys From Hell; E. By Demons Be Driven - Pantera - Vulgar Display Of Power; F. Heresy - Pantera - Cowboys From Hell; G. War Nerve - Remastered - Pantera - The Great Southern Trendkill (20th Anniversary Edition); H. The Great Southern Trendkill - Pantera - The Great Southern Trendkill; I. We'll Grind That Axe For A Long Time - Pantera - Reinventing The Steel; J. Fucking Hostile - Pantera - Vulgar Display Of Power,9,F,F,0,0.52,1.0
19510,176557,1,B,"[250977, 46751, 171881, 29849, 101240, 167557, 214376, 115433, 56128, 150583]","[49402, 176557, 228810, 109723, 194360, 9725, 99966, 108622, 196279, 61292]",1. My Roots - Upchurch - Chicken Willie; 2. Come and Get It - Upchurch - Chicken Willie; 3. Cheatham County - Upchurch - Cheatham County; 4. Country Boy Downtime - The Lacs - Nothing in Particular; 5. Wylin (feat. Bubba Sparxxx) - The Lacs - 190 Proof; 6. Field Party (feat. The Lacs & JJ Lawhorn) - Mud Digger - Mud Digger 4; 7. Son of the South - Upchurch - Son of the South; 8. Workin' (feat. Alexander King) - Big Smo - Kuntry Livin'; 9. Welcome to the Country - Upchurch - Bad Mutha Fucka; 10. Country Way - Upchurch - Cheatham County,"A. Put in Work - Bubba Sparxxx - The Bubba Mathis EP; B. Okay Then - Bubba Sparxxx - Made On McCosh Mill Road; C. LaGrange (feat. Dan Rockett) - Bubba Sparxxx - Pain Management; D. Devil’s Fire (feat. Daniel Lee) - Bubba Sparxxx - Pain Management; E. Comin' Round - Bubba Sparxxx - Deliverance; F. Bangin’ (feat. Dan Rockett) - Bubba Sparxxx - Pain Management; G. Ugly - Bubba Sparxxx - Dark Days, Bright Nights; H. Y.G.M.F.U. - Bubba Sparxxx - The Bubba Mathis EP; I. Ms. New Booty - feat. Ying Yang Twins and Mr. ColliPark - Bubba Sparxxx - Ms. New Booty; J. Claremont Lounge - Bubba Sparxxx - The Charm",9,D,D,0,0.52,1.0
4031,15213,4,E,"[208323, 214125, 150623, 194822, 69349, 181301, 48161, 38130, 175130, 72125]","[109105, 60915, 217221, 203235, 15213, 11851, 72892, 225617, 148409, 71157]",1. El Shaddai - Lecrae - After the Music Stops; 2. Like That - Lecrae - Rehab: The Overdose; 3. Message Man - Twenty One Pilots - Blurryface; 4. Bun B Speaks - Lecrae - Church Clothes Vol. 2; 5. Fairly Local - Twenty One Pilots - Blurryface; 6. It Is What It Is - Lecrae - Church Clothes 3; 7. We Don't (feat. R. Swift) - Lecrae - Real Talk; 8. Sidelines - Lecrae - Church Clothes 3; 9. Chase That (Ambition) - Lecrae - Rehab: The Overdose; 10. Migraine - Twenty One Pilots - Vessel,A. Car Radio - Bonus Commentary - Twenty One Pilots - Vessel [Commentary Version]; B. Implicit Demand For Proof - Twenty One Pilots - Twenty One Pilots; C. Screen - Live From SXSW - Twenty One Pilots - Spotify Sessions; D. Screen - Bonus Commentary - Twenty One Pilots - Vessel [Commentary Version]; E. Doubt - Twenty One Pilots - Blurryface; F. Migraine - Live From SXSW - Twenty One Pilots - Spotify Sessions; G. Semi-Automatic - Bonus Commentary - Twenty One Pilots - Vessel [Commentary Version]; H. The Run And Go - Bonus Commentary - Twenty One Pilots - Vessel [Commentary Version]; I. Air Catcher - Twenty One Pilots - Twenty One Pilots; J. Trees - Bonus Commentary - Twenty One Pilots - Vessel [Commentary Version],9,E,E,1,0.52,1.0
10335,11578,8,I,"[15986, 170029, 54714, 131575, 12770, 3526, 63518, 156396, 206638, 164]","[7207, 201753, 195875, 15146, 166603, 164561, 56875, 82360, 11578, 235114]",1. My Nigga Just Made Bail - Bas - Last Winter; 2. Lord Willin' - Logic - The Incredible True Story; 3. Zombie - The Cranberries - No Need To Argue (The Complete Sessions 1994-1995); 4. Madness - Muse - The 2nd Law; 5. 90210 - Travis Scott - Rodeo; 6. Swim Good - Frank Ocean - Swim Good; 7. Really Doe - Danny Brown - Atrocity Exhibition; 8. I Can Tell - Travis Scott - Rodeo; 9. Ultimate - Denzel Curry - Ultimate; 10. IV. sweatpants - Childish Gambino - because the internet,A. Hide In Your Shell - Remastered - Supertramp - Crime Of The Century; B. Even In The Quietest Moments - Supertramp - Even In The Quietest Moments; C. Fool's Overture - Supertramp - Even In The Quietest Moments; D. Don't Leave Me Now - Supertramp - Famous Last Words; E. Better Days - Supertramp - Brother Where You Bound; F. It's Raining Again - Supertramp - Famous Last Words; G. Cannonball - Supertramp - Brother Where You Bound; H. Lover Boy - Supertramp - Even In The Quietest Moments; I. The Logical Song - Remastered 2010 - Supertramp - Breakfast In America; J. Sister Moonshine - Supertramp - Crisis? What Crisis?,9,I,I,1,0.52,1.0
2054,89112,1,B,"[61886, 342, 58854, 251409, 106466, 53902, 186773, 2678, 48564, 188930]","[199658, 89112, 210209, 121573, 166177, 207287, 136352, 33080, 146660, 155089]",1. Cryin' Like A Bitch!! - Godsmack - The Oracle; 2. Tear It Up - Hollywood Undead - Desperate Measures; 3. Pressure - Explicit LP Version - Staind - Break The Cycle; 4. Narcissistic Cannibal (feat. Skrillex & Kill The Noise) - Korn - The Path Of Totality; 5. Guerrilla Radio - Rage Against The Machine - The Battle Of Los Angeles; 6. Blow - Atreyu - Lead Sails Paper Anchor; 7. Still Waiting - Sum 41 - Does This Look Infected?; 8. Overklock - Blue Stahli - Antisleep Vol. 01; 9. Face to the Floor - Chevelle - Hats off to the Bull; 10. Walk - Pantera - Vulgar Display Of Power,"A. Chaos Lives In Everything - feat. Skrillex - Korn - The Path Of Totality; B. Freak On a Leash - Korn - Follow The Leader; C. Twist - Korn - Life Is Peachy; D. Love Song - Korn - See You On the Other Side; E. Let The Guilt Go - Korn - Korn III: Remember Who You Are; F. My Wall (feat. Excision) - Korn - The Path Of Totality; G. Coming Undone - Korn - See You On the Other Side; H. The Hating - Korn - The Serenity of Suffering; I. Mass Hysteria - Korn - The Paradigm Shift; J. Another Brick in the Wall, Pt. 1, 2, 3 - Korn - Greatest Hits, Vol. 1",9,A,A,0,0.52,1.0
17829,35383,5,F,"[229599, 25355, 98025, 106820, 200030, 241432, 23518, 29625, 150490, 22885]","[165459, 222213, 90584, 142278, 54007, 35383, 65687, 98807, 217390, 241285]",1. Take It or Leave It - Cage The Elephant - Melophobia; 2. Naive - The Kooks - Inside In / Inside Out; 3. Transpose - Bad Suns - Language & Perspective; 4. Let It Happen - Tame Impala - Currents; 5. Give It to Me - HOMESHAKE - Midnight Snack; 6. Oxford Comma - Vampire Weekend - Vampire Weekend; 7. She Moves In Her Own Way - The Kooks - Inside In / Inside Out; 8. Spiderhead - Cage The Elephant - Melophobia; 9. Breathe (In the Air) - Pink Floyd - The Dark Side of the Moon; 10. A-Punk - Vampire Weekend - Vampire Weekend,"A. Grantchester Meadows - Pink Floyd - Ummagumma; B. The Great Gig in the Sky - Pink Floyd - The Dark Side of the Moon; C. Side 1, Pt. 3: Ebb And Flow - Pink Floyd - The Endless River; D. Sorrow - 2011 Remastered Version - Pink Floyd - A Momentary Lapse Of Reason; E. Breathe (In The Air) [Live At The Empire Pool, Wembley, London 1974] - 2011 Remastered Version - Pink Floyd - The Dark Side Of The Moon; F. Brain Damage - Pink Floyd - The Dark Side of the Moon; G. Fat Old Sun - 2011 Remastered Version - Pink Floyd - Atom Heart Mother; H. The Final Cut - Pink Floyd - The Final Cut; I. Side 2, Pt. 3: Unsung - Pink Floyd - The Endless River; J. The Thin Ice - Pink Floyd - The Wall",9,F,F,1,0.52,1.0
19000,98067,8,I,"[194245, 34048, 249454, 177713, 161584, 142560, 176935, 8081, 127264, 74346]","[1727, 125522, 206506, 196740, 231807, 154229, 116246, 78939, 98067, 4052]",1. All I Do Is Win - DJ Khaled - Victory; 2. Energy - Drake - If You're Reading This It's Too Late; 3. Trophies - Young Money - Rise Of An Empire; 4. Spectrum - Zedd - Clarity; 5. Do Or Die (feat. Childish Gambino) - Flux Pavilion - Blow The Roof; 6. Under Control - Calvin Harris - Motion; 7. Five Hours - Deorro - Five Hours; 8. Perdoname - Deorro - Perdoname; 9. You & Me - Flume Remix - Disclosure - Settle (The Remixes); 10. Ayo - Chris Brown - Fan of A Fan The Album (Deluxe Version),A. 679 (feat. Remy Boyz) - Fetty Wap - 679 (feat. Remy Boyz); B. Again - Fetty Wap - Fetty Wap; C. Way You Are (feat. Monty) - Fetty Wap - Way You Are (feat. Monty); D. Like A Star (feat. Nicki Minaj) - Fetty Wap - Like A Star (feat. Nicki Minaj); E. For My Team (feat. Monty) - Fetty Wap - Fetty Wap; F. How We Do Things (feat. Monty) - Fetty Wap - Fetty Wap; G. Jimmy Choo - Fetty Wap - Jimmy Choo; H. Flip Phone - Fetty Wap - Flip Phone; I. Trap Queen - Fetty Wap - Fetty Wap; J. Couple Bands - Fetty Wap - Fetty Wap,9,I,I,1,0.52,1.0
13494,221863,8,I,"[181839, 205818, 69331, 16820, 88145, 210880, 51207, 171579, 47559, 239200]","[9681, 231611, 165694, 53703, 147823, 249050, 173580, 253988, 221863, 196327]",1. Messiah / You're Beautiful - Phil Wickham - Cannons; 2. Great Is Thy Faithfulness - Chris Rice - Peace Like A River: The Hymns Project; 3. Come Thou Fount of Every Blessing - Sufjan Stevens - Songs For Christmas; 4. Old Rugged Cross (feat. David Dunn) - Table 19 - Old Rugged Cross (feat. David Dunn); 5. How Can It Be - Lauren Daigle - How Can It Be; 6. Your Love - Joel Mitchell - Heart Breaks; 7. In Christ Alone - Bethany Dillon - In Christ Alone - Modern Hymns Of Worship; 8. Good Good Father - Zealand Worship - Zealand Worship - The EP; 9. Cannons - Phil Wickham - Singalong; 10. Take a Moment - Will Reagan - Endless Years,"A. You, Me, Him And Her - JAY Z - The Dynasty; B. Make A Beast Of Myself - Twin Atlantic - Free; C. Power Fades - Tragedy - Darker Days Ahead; D. Prelude In C Major, WTC 1 - Robin Williams - A Piano in the House: Music for Hearth and Home; E. Dreamworld - Robin Thicke - Something Else; F. De Camino a La Vereda - Ibrahim Ferrer - Ay, Candela; G. Amantes De Otro Tiempo - Frankie Ruiz - Mas Grande Que Nunca; H. Reversion - Myuu - The Dark Piano, Vol. 2 (Myuuji Remastered); I. You're Not Done - Joel Mitchell - Heart Breaks; J. You're Nobody Till Somebody Loves You - Michael Bublé - Crazy Love",0,I,I,1,0.52,1.0
15917,205911,8,I,"[76515, 213102, 39335, 147700, 25305, 228047, 37609, 88479, 74692, 21161]","[157588, 43387, 238465, 108967, 74291, 243931, 185115, 203838, 205911, 193095]",1. Talking to Myself - SOJA - Amid the Noise and Haste; 2. Promised Land - The Green - Promised Land; 3. Alone - The Green - The Green; 4. Trod The Hard Road - The Green - The Green; 5. Roots - The Green - Roots; 6. Hotting Up - Iration - Hotting Up; 7. She Still Loves me - feat. Collie Buddz - SOJA - Amid the Noise and Haste; 8. Rootsie Roots - The Green - The Green; 9. You Know You Don't Mind - Iration - Hotting Up; 10. Mama Roots (feat. J Boog) - The Green - Mama Roots (feat. J Boog),A. Come In (feat. Jacob Hemphill of SOJA) - The Green - Ways & Means; B. Take Me On - The Green - Hawai’i ‘13; C. Jah Love - The Green - Ways & Means; D. Chocolates & Roses - The Green - Hawai’i ‘13; E. Good Vibe Killah - The Green - Hawai’i ‘13; F. Love Is Strong - The Green - Ways & Means; G. Power In The Words - The Green - Hawai’i ‘13; H. Good One - The Green - Hawai’i ‘13; I. How Does It Feel Feat. Kimie - The Green - The Green; J. Good Vibration - The Green - Ways & Means,9,A,A,0,0.52,1.0
14431,240587,8,I,"[96975, 241698, 7948, 162698, 18735, 245372, 155426, 224840, 30383, 205053]","[85109, 8731, 115993, 155060, 25016, 62829, 71902, 64690, 240587, 104863]",1. Ave Maria - The Traditional - Believe; 2. Midnight Queen - Inkubus Sukkubus - Beltaine; 3. My! My! Time Flies! - Enya - And Winter Came; 4. Moonlight Sonata - Moonlight Sonata - Moonlight Sonata; 5. Beltaine - Inkubus Sukkubus - Belladonna & Aconite; 6. Away With The Faeries - Inkubus Sukkubus - Wytches & Vampyres - The Best Of; 7. Wild Child - Enya - A Day Without Rain; 8. Cast Out (Spirit Ceremony) - Sully Erna - Avalon; 9. Amarantine - Enya - Amarantine; 10. Supernature - Inkubus Sukkubus - Supernature,A. Coordinates - August Burns Red - Phantom Anthem; B. Little Bit Gypsy - Kellie Pickler - The Woman I Am; C. In My Sword I Trust - Ensiferum - Unsung Heroes; D. Make It Better - EMC - The Show; E. Christmas Auld Land Syne - Bobby Darin - 25th Day Of December With Bobby Darin; F. Yesterday - Mono Version - The Supremes - I Hear A Symphony: Expanded Edition; G. Grenade - Julia Sheer & Tyler Ward - Julia & Tyler Covers Vol.1; H. Strawberry Hill - Rannar Sillard - When You Were Here; I. By The Earth - Elaine Silver - Faerie Goddess; J. Malevolence - New Years Day - Malevolence,0,I,I,1,0.52,1.0
11777,8847,9,J,"[143712, 129300, 17716, 235732, 247723, 47056, 166334, 135642, 35192, 164056]","[82954, 112669, 229737, 116593, 94893, 155900, 85946, 61457, 192204, 8847]",1. Can't Help Falling in Love - Haley Reinhart - Better; 2. Dark Paradise - Lana Del Rey - Born To Die - The Paradise Edition; 3. Happier - Ed Sheeran - ÷; 4. Still Fallin - Hunter Hayes - Storyline; 5. Hearts Don't Break Around Here - Ed Sheeran - ÷; 6. Make You Feel My Love - Adele - 19; 7. I See Fire - Ed Sheeran - The Hobbit - The Desolation Of Smaug; 8. Perfect - Ed Sheeran - ÷; 9. Wanted - Hunter Hayes - Hunter Hayes (Encore); 10. Take A Bow - Main - Rihanna - Good Girl Gone Bad,A. Lego House - Ed Sheeran - +; B. Fire Alarms - Ed Sheeran - 5; C. Drown Me Out - + Ghetts - Ed Sheeran - No.5 Collaborations Project; D. Nancy Mulligan - Ed Sheeran - ÷; E. Even My Dad Does Sometimes - Ed Sheeran - x; F. So - Ed Sheeran - 5; G. Firefly - Ed Sheeran - Loose Change; H. Where We Land - Ed Sheeran - 5; I. Don't - Don Diablo Remix - Ed Sheeran - Don't; J. Barcelona - Ed Sheeran - ÷,9,A,A,0,0.52,1.0
13218,67013,2,C,"[189447, 108078, 33117, 191730, 131994, 183373, 126957, 164209, 73170, 32350]","[87880, 96776, 67013, 225983, 20641, 83640, 52626, 142944, 194885, 185686]",1. Vente Pa' Ca - Ricky Martin - Vente Pa' Ca; 2. Traidora - Gente De Zona - Visualízate; 3. Te Quiero Pa´Mi - Don Omar - King Of Kings 10th Anniversary; 4. Tú Foto - Ozuna - Odisea; 5. Como El Viento - Juan Magán - The King Is Back; 6. Otra Vez (feat. J Balvin) - Zion & Lennox - Motivan2; 7. Chantaje - Shakira - El Dorado; 8. Lumbra - Cali Y El Dandee - Lumbra; 9. Mal De Amores - Juan Magán - The King Is Back; 10. Algo Me Gusta De Ti - Wisin & Yandel - Líderes,A. Intro - El Sobreviviente - Wisin - El Regreso del Sobreviviente (Deluxe Edition); B. Adicto - Wisin - El Regreso del Sobreviviente (Deluxe Edition); C. Escápate Conmigo - Wisin - Escápate Conmigo; D. Si Te Vas - Wisin - El Regreso del Sobreviviente (Deluxe Edition); E. Baby Danger - Versión W - Wisin - El Regreso del Sobreviviente (Deluxe Edition); F. Tu Cuerpo Pide Sexo - Wisin - El Regreso del Sobreviviente (Deluxe Edition); G. Prisionero - Wisin - Los Vaqueros: La Trilogía; H. Te Extraño - Wisin - El Regreso del Sobreviviente (Deluxe Edition); I. Piquete - Wisin - Los Vaqueros: La Trilogía; J. Claro - Wisin - El Regreso del Sobreviviente (Deluxe Edition),9,C,C,1,0.52,1.0
17630,146258,9,J,"[172081, 8895, 98877, 107842, 177894, 171475, 20342, 196208, 85654, 9026]","[58061, 148350, 122854, 88001, 196732, 110891, 239788, 204233, 165803, 146258]","1. Friends (feat. Bon Iver) - Francis and the Lights - Farewell, Starlite!; 2. Hold Me - Cherub - MoM & DaD; 3. Everywhere - Remastered - Fleetwood Mac - Tango In the Night (Deluxe); 4. 9 to 5 - Dolly Parton - 9 To 5 And Odd Jobs; 5. Fall In Love - Phantogram - Voices; 6. Gypsys, Tramps & Thieves - Cher - Gypsys, Tramps & Thieves; 7. Cookie - R. Kelly - Black Panties (Deluxe Version); 8. Girl - Jamie xx - In Colour; 9. Trouble - Cage The Elephant - Tell Me I'm Pretty; 10. Little Lies - Remastered - Fleetwood Mac - Tango In the Night (Deluxe)",A. She's Goin' Bald - Porches - Portland Smiles: A Tribute to the Beach Boys; B. Skinny Trees - Porches - Slow Dance in the Cosmos; C. After Glow - Porches - Slow Dance in the Cosmos; D. Xanny Bar - Porches - Slow Dance in the Cosmos; E. Mood - Porches - Pool; F. Fog Dog - Porches - Slow Dance in the Cosmos; G. Forgive - Porches - Ronald Paris House; H. Headsgiving - Porches - Slow Dance in the Cosmos; I. Shape - Porches - Pool; J. Underwater - Porches - Pool,9,E,E,0,0.52,1.0
4696,139047,5,F,"[107201, 182258, 106224, 96157, 172368, 156098, 219808, 167258, 99471, 222442]","[61158, 238845, 20096, 54722, 231791, 139047, 18353, 131644, 150217, 46432]",1. HUMBLE. - Kendrick Lamar - DAMN.; 2. Buddha - G-Eazy - Step Brothers; 3. Bangarang (feat. Sirah) - Skrillex - Bangarang EP; 4. Waist Time - Diplo - Waist Time; 5. Need You - Dillon Francis - Need You; 6. Up - Desiigner - Up; 7. Titanium (feat. Sia) - feat. Sia - David Guetta - Nothing But the Beat Ultimate; 8. High You Are - What So Not - High You Are; 9. What's Your Name - Dillon Francis - This Mixtape is Fire.; 10. Firefly - Mura Masa - Someday Somewhere,A. Extra Luv - Future - FUTURE; B. Neva Missa Lost - Future - HNDRXX; C. Covered N Money - Future - Honest; D. Massage In My Room - Future - FUTURE; E. Might as Well - Future - FUTURE; F. Mask Off - Marshmello Remix - Future - Mask Off; G. Magic - Remix - Future - Pluto; H. Deez Bitches Ain't Shit - Future - Warning: Trappin Season Vol. 1; I. Hey Lady - Future - Future; J. Champagne Shower - Future - Project E.T.,9,F,F,1,0.52,1.0
19872,1785,9,J,"[197868, 21111, 10572, 130222, 29842, 35311, 1311, 233647]","[56173, 120330, 74960, 37250, 199583, 27039, 205377, 79667, 221518, 1785]","1. Bravado - Lorde - Pure Heroine; 2. Fast Car (feat. Kina Grannis) - Boyce Avenue - Cover Collaborations, Vol. 1; 3. Dreamer - Adna - Night; 4. Beautiful Day - Joshua Radin - Wax Wings; 5. I Make My Own Sunshine (John Fields Remix) - Alyssa Bonagura - Love Hard; 6. Walk On By - Noosa - Noosa; 7. Home/Dirty Paws - Gardiner Sisters - Home/Dirty Paws; 8. Cherry Wine - Live - Hozier - Hozier",A. Coqueta - Ghetto Kids - Coqueta - Single; B. My Boys - Taken By Trees - East Of Eden; C. To Lose Someone - Taken By Trees - East Of Eden; D. Dreams - Taken By Trees - Other Worlds; E. Not Like Any Other - Taken By Trees - Other Worlds; F. Only Yesterday - Taken By Trees - Open Field; G. Something Going Down - George Strait - Cold Beer Conversation; H. Anna - Taken By Trees - East Of Eden; I. How Great Thou Art - Paul Cardall - Daily Devotions; J. Sweet Child O' Mine - Taken By Trees - Sweet Child o’ Mine,6,C,C,0,0.52,1.0
13699,124484,5,F,"[48320, 223446, 108673, 168159, 23708, 51334, 6272, 130296, 119679, 161846]","[221569, 92471, 139053, 93360, 187253, 124484, 237997, 105407, 18851, 110285]","1. Sooner Or Later - The Grass Roots - Temptation Eyes; 2. Can't Take My Eyes Off You - Frankie Valli - Solo; 3. Jailhouse Rock - Elvis Presley - Elvis' Golden Records; 4. Good Golly Miss Molly - The Swinging Blue Jeans - The EMI Years - Best Of The Swinging Blue Jeans; 5. Baby, Now That I've Found You - The Foundations - Swinging '60s; 6. Brown Eyed Girl - Van Morrison - Blowin' Your Mind!; 7. Cry to Me - Solomon Burke - Solomon Burke's Greatest Hits; 8. Stay - Maurice Williams - The Best of Maurice Williams and the Zodiacs; 9. Wild Thing - The Troggs - Hit Single Anthology; 10. That'll Be The Day - The Crickets - 20 Golden Greats: Buddy Holly Lives","A. Frenzy - Screamin' Jay Hawkins - Cow Fingers And Mosquito Pie; B. I Put A Spell On You (Normal) - Screamin' Jay Hawkins - I Put A Spell On You (Final); C. I Hear Voices - Screamin' Jay Hawkins - I Hate CD's: Norton Records 45 RPM Singles Collection, Vol. 1; D. I Am The Cool - Screamin' Jay Hawkins - Somethin' Funny Goin' On; E. I Put A Spell On You - Screamin' Jay Hawkins - My Little Shop Of Horrors; F. Itty Bitty Pretty One - Screamin' Jay Hawkins - Spellbound; G. Still In The Streets - Kodak Black - Project Baby 2; H. The Whammy - Screamin' Jay Hawkins - Screamin' the Blues; I. Future Back - Fellowship Creative - Running to Follow; J. I Put a Spell on You - Screamin' Jay Hawkins - At Home with Screamin' Jay Hawkins",7,J,J,0,0.52,1.0
565,80867,2,C,"[129063, 208318, 100149, 224952, 7711, 152800, 75496, 113919, 135514, 84730]","[119627, 199901, 80867, 123848, 102646, 22485, 146202, 207497, 161852, 23630]",1. Sun Don't Let Me Down - Keith Urban - Ripcord; 2. Here I Am - SOJA - Born In Babylon; 3. This Is How We Roll - Florida Georgia Line - Here's To The Good Times...This Is How We Roll; 4. Stay - Florida Georgia Line - Here's To The Good Times; 5. Springsteen - Eric Church - Chief; 6. People Back Home - Florida Georgia Line - Here's To The Good Times...This Is How We Roll; 7. Party People - Florida Georgia Line - Here's To The Good Times; 8. Your Majesty - Zac Brown Band - Welcome Home; 9. No Hurry - Zac Brown Band - You Get What You Give; 10. Even If It Breaks Your Heart - Eli Young Band - Life At Best,A. My Old Man - Zac Brown Band - Welcome Home; B. Toes - Live From Bonnaroo - Zac Brown Band - Live From Bonnaroo; C. Loving You Easy - Zac Brown Band - JEKYLL + HYDE; D. As She's Walking Away (feat. Alan Jackson) - Zac Brown Band - You Get What You Give; E. Day That I Die (feat. Amos Lee) - Zac Brown Band - Uncaged; F. Alabama Jubilee - Live - Zac Brown Band - Pass The Jar - Zac Brown Band and Friends from the Fabulous Fox Theatre In Atlanta; G. Long Haul - Zac Brown Band - Welcome Home; H. Tomorrow Never Comes - (Acoustic Version) - Zac Brown Band - JEKYLL + HYDE; I. Natural Disaster - Zac Brown Band - Uncaged; J. Bittersweet - Zac Brown Band - JEKYLL + HYDE,9,A,A,0,0.52,1.0
19557,81806,5,F,"[245317, 85797, 69030, 245978, 225475, 148067, 92589, 251674, 95098, 132930]","[139775, 155804, 37021, 164868, 67267, 81806, 236144, 44451, 148936, 224149]",1. Stand By Me - Ben E. King - Don't Play That Song; 2. You Really Got A Hold On Me - Percy Sledge - Warm & Tender Soul; 3. Try Me - James Brown - Try Me; 4. Two Time Loser - Brenton Wood - Baby You Got It; 5. A Change Is Gonna Come - Sam Cooke - Ain't That Good News; 6. Fire And Desire - Rick James - Street Songs; 7. You've Hurt Me - Lovelites - Sisters of Soul; the Sweeter Voices of Soul; 8. Hey There Lonely Girl - Eddie Holman - Even More One Hit Wonders; 9. Darling Baby - Mono - The Elgins - The Motown Anthology; 10. Ebony Eyes - Rick James - Cold Blooded,"A. I Do Love You - Barbara Mason - Oh, How It Hurts; B. Yes, I'm Ready - Barbara Mason - The Roots of Philadelphia Funk & Soul: 17 Classics; C. Yes. I'm Ready - Barbara Mason - Yes I'm Ready; D. Oh, How It Hurts - Barbara Mason - The Greatest Hits; E. Oh, How It Hurts - Barbara Mason - Oh, How It Hurts; F. From His Woman to You - Barbara Mason - Underground Oldies Vol. 6 - Rare and Hard to Find Oldies; G. I Need Love - Barbara Mason - Oh, How It Hurts; H. Another Man - Rerecorded - Barbara Mason - Another Man; I. From his Woman to You - Barbara Mason - Give Me Your Love; J. Game of Love - Barbara Mason - Oh, How It Hurts",9,C,C,0,0.52,1.0
6610,115001,6,G,"[45793, 118635, 248598, 93699, 103090, 196571, 134431, 140052, 178300, 162568]","[191433, 201108, 79125, 49244, 222269, 110906, 115001, 235319, 205205, 76296]","1. Compton - Kendrick Lamar - good kid, m.A.A.d city; 2. Sing For The Moment - Eminem - The Eminem Show; 3. Doggystyle (feat. George Clinton & Jewell) - Snoop Dogg - Death Row: The Lost Sessions Vol. 1; 4. Watch Me - JAY Z - Vol. 3... Life And Times Of S. Carter; 5. My Name Is - Eminem - The Slim Shady LP; 6. If I Can't - 50 Cent - Get Rich Or Die Tryin'; 7. Imagine - Snoop Dogg - Tha Blue Carpet Treatment; 8. Let's Get High - Dr. Dre - 2001; 9. Kush - Main - Dr. Dre - Kush; 10. Never Scared - The Takeover Remix - Club Mix - Bone Crusher - AttenCHUN!",A. Gangsta’s Life (feat. Nipsey Hussle) - Snoop Dogg - I Wanna Rock; B. Oh Na Na (feat. Wiz Khalifa) - Snoop Dogg - COOLAID; C. Bacc in da Dayz - Snoop Dogg - Neva Left; D. Mount Kushmore - Snoop Dogg - Neva Left; E. Sweat (Snoop Dogg vs. David Guetta) [Remix] - Snoop Dogg - Doggumentary; F. Up Jump Tha Boogie - Snoop Dogg - Tha Doggfather; G. Crazy - Snoop Dogg - Tha Blue Carpet Treatment; H. I Wanna Rock - Snoop Dogg - Malice 'N Wonderland; I. My Own Way - feat. Mr. Porter - Snoop Dogg - Doggumentary; J. Perfect - Snoop Dogg - R&G (Rhythm & Gangsta): The Masterpiece,9,F,F,0,0.52,1.0
